Date,Item/Description,Amount,Mode,Remarks,Monthss,Paid/Unpaid,Paid By,Payment Date,Category,ID,Adv Check,PnL Category,PnL Type,Check,,,,,,,,Check
01/03/2026,Dairy,210,Cash,paratha,03-2026,Paid,Naseem,01/03/2026,Inventory,6442,,COGS - Dairy,Expense,0,,,,,,,,
01/03/2026,Beverages,900,Cash,waterbottle,03-2026,Paid,Naseem,01/03/2026,Grocery,6443,,COGS - Grocery,Expense,0,,,,,,,,
01/03/2026,Chicken,8054,Bank,Golden Chicken,03-2026,Unpaid,,,Inventory,6444,,COGS - NonVeg,Expense,0,,,,,,,,
01/03/2026,Grocery,45,Cash,Blacktill,03-2026,Paid,Naseem,01/03/2026,Inventory,6445,,COGS - Grocery,Expense,0,,,,,,,,
01/03/2026,Sales,9914,Cash,petpooja,03-2026,,,,Sales,6446,,Revenue,Income,0,,,,,,,,
01/03/2026,Sales,22104,Wallet,petpooja,03-2026,,,,Sales,6447,,Revenue,Income,0,,,,,,,,
01/03/2026,Sales,2048,Online Sale,petpooja,03-2026,,,,Sales,6448,,Revenue,Income,0,,,,,,,,
01/03/2026,Sales,355,UPI,petpooja,03-2026,,,,Sales,6449,,Revenue,Income,0,,,,,,,,
01/03/2026,Vegetables,878,Bank,bhaironath,03-2026,Unpaid,,,Inventory,6450,,COGS - Veg,Expense,0,,,,,,,,
01/03/2026,Sales,200,Due,petpooja,03-2026,Paid,Naseem,01/03/2026,Sales,6451,,Revenue,Income,0,,,,,,,,
01/03/2026,Dairy,30,Cash,milk ,03-2026,Paid,,,Inventory,6452,,COGS - Dairy,Expense,0,,,,,,,,
02/03/2026,Dairy,923,Bank,Ashok,03-2026,Unpaid,Naseem,02/03/2026,Inventory,6453,,COGS - Dairy,Expense,0,,,,,,,,
02/03/2026,Charcoal,1800,Bank,gyanewari,03-2026,Unpaid,,,Inventory,6454,,COGS - Fuel,Expense,0,,,,,,,,
02/03/2026,Chicken,5506,Bank,Golden Chicken,03-2026,Unpaid,,,Inventory,6455,,COGS - NonVeg,Expense,0,,,,,,,,
02/03/2026,Grocery,15061,Bank,Balaji,03-2026,Unpaid,,,Inventory,6456,,COGS - Grocery,Expense,0,,,,,,,,
02/03/2026,Vegetables,728,Bank,bhaironath,03-2026,Unpaid,,,Inventory,6457,,COGS - Veg,Expense,0,,,,,,,,
02/03/2026,Sales,6415,Cash,petpooja,03-2026,,,,Sales,6458,,Revenue,Income,0,,,,,,,,
02/03/2026,Sales,14615,Wallet,petpooja,03-2026,,,,Sales,6459,,Revenue,Income,0,,,,,,,,
02/03/2026,Sales,2302,UPI,petpooja,03-2026,,,,Sales,6460,,Revenue,Income,0,,,,,,,,
02/03/2026,Sales,230,Online Sale,petpooja,03-2026,,,,Sales,6461,,Revenue,Income,0,,,,,,,,
02/03/2026,Sales,0,Card,,03-2026,,,,Sales,6462,,Revenue,Income,0,,,,,,,,
02/03/2026,Disposable,850,Bank,anand disposble,03-2026,Unpaid,,,Inventory,6463,,COGS - Packaging,Expense,0,,,,,,,,
03/03/2026,Chicken,6601,Bank,Golden food,03-2026,Unpaid,,,Inventory,6464,,COGS - NonVeg,Expense,0,,,,,,,,
03/03/2026,Grocery,700,Cash,brista,03-2026,Paid,Naseem,03/03/2026,Inventory,6465,,COGS - Grocery,Expense,0,,,,,,,,
03/03/2026,Dairy,330,Cash,chap,03-2026,Paid,Naseem,03/03/2026,Inventory,6466,,COGS - Dairy,Expense,0,,,,,,,,
03/03/2026,Dairy,205,Cash,souce,03-2026,Paid,Naseem,03/03/2026,Inventory,6467,,COGS - Dairy,Expense,0,,,,,,,,
03/03/2026,Petrol,310,Cash,petrol,03-2026,Paid,Naseem,03/03/2026,Bike Maintance,6468,,OpEx - Maintenance,Expense,0,,,,,,,,
03/03/2026,Dairy,210,Cash,kerla paratha ,03-2026,Paid,Naseem,03/03/2026,Inventory,6469,,COGS - Dairy,Expense,0,,,,,,,,
03/03/2026,Dairy,773,Bank,Ashok,03-2026,Unpaid,,,Inventory,6470,,COGS - Dairy,Expense,0,,,,,,,,
03/03/2026,Momos,210,Cash,momos,03-2026,Paid,Naseem,03/03/2026,Inventory,6471,,COGS - Inventory,Expense,0,,,,,,,,
03/03/2026,Egg,510,Cash,mulani,03-2026,Paid,Naseem,03/03/2026,Grocery,6472,,COGS - Grocery,Expense,0,,,,,,,,
03/03/2026,Kinners,40,Cash,kinnar,03-2026,Paid,Naseem,03/03/2026,Maintance,6473,,OpEx - Misc,Expense,0,,,,,,,,
03/03/2026,Vegetables,830,Bank,Bhaironath,03-2026,Unpaid,,,Inventory,6474,,COGS - Veg,Expense,0,,,,,,,,
03/03/2026,Dairy,36,Cash,milk,03-2026,Paid,Naseem,03/03/2026,Inventory,6475,,COGS - Dairy,Expense,0,,,,,,,,
03/03/2026,Sales,6920,Cash,petpooja,03-2026,,,,Sales,6476,,Revenue,Income,0,,,,,,,,
03/03/2026,Sales,31878,Wallet,petpooja,03-2026,,,,Sales,6477,,Revenue,Income,0,,,,,,,,
03/03/2026,Sales,1155,UPI,petpooja,03-2026,,,,Sales,6478,,Revenue,Income,0,,,,,,,,
03/03/2026,Sales,250,Due,petpooja,03-2026,,,,Sales,6479,,Revenue,Income,0,,,,,,,,
03/03/2026,Sales,2237,Online Sale,petpooja,03-2026,,,,Sales,6480,,Revenue,Income,0,,,,,,,,
03/03/2026,Tea,50,Cash,tea,03-2026,Paid,Naseem,03/03/2026,Staff Expenses,6481,,OpEx - Labor,Expense,0,,,,,,,,
03/03/2026,Sales,318,Zomato Pay,petpooja,03-2026,,,,Sales,6482,,Revenue,Income,0,,,,,,,,
04/03/2026,Chicken,7442,Bank,Golden food,03-2026,Unpaid,,,Inventory,6483,,COGS - NonVeg,Expense,0,,,,,,,,
04/03/2026,Charcoal,1800,Bank,Gyaneawari,03-2026,Unpaid,,,Inventory,6484,,COGS - Fuel,Expense,0,,,,,,,,
04/03/2026,Beverages,900,Cash,water bottle,03-2026,Paid,Naseem,04/03/2026,Grocery,6485,,COGS - Grocery,Expense,0,,,,,,,,
04/03/2026,Beverages,2715,Bank,softfrink,03-2026,Paid,Naseem,04/03/2026,Grocery,6486,,COGS - Grocery,Expense,0,,,,,,,,
04/03/2026,Grocery,420,Bank,souf,03-2026,Unpaid,,,Inventory,6487,,COGS - Grocery,Expense,0,,,,,,,,
04/03/2026,Vegetables,250,Cash,tomatto,03-2026,Paid,Naseem,04/02/2026,Inventory,6488,,COGS - Veg,Expense,0,,,,,,,,
04/03/2026,Bakery,2700,Bank,pita bread,03-2026,Paid,Naseem,04/03/2026,Grocery,6489,,COGS - Grocery,Expense,0,,,,,,,,
04/03/2026,Vegetables,1020,Bank,Bhaironath,03-2026,Unpaid,,,Inventory,6490,,COGS - Veg,Expense,0,,,,,,,,
04/03/2026,Dairy,36,Cash,milk,03-2026,Paid,Naseem,04/02/2026,Inventory,6491,,COGS - Dairy,Expense,0,,,,,,,,
04/03/2026,Sales,4935,Cash,petpooja,03-2026,,,,Sales,6492,,Revenue,Income,0,,,,,,,,
04/03/2026,Sales,2235,Online Sale,petpooja,03-2026,,,,Sales,6493,,Revenue,Income,0,,,,,,,,
04/03/2026,Sales,315,UPI,petpooja,03-2026,,,,Sales,6494,,Revenue,Income,0,,,,,,,,
04/03/2026,Sales,21158,Wallet,petpooja,03-2026,,,,Sales,6495,,Revenue,Income,0,,,,,,,,
05/04/2026,Dairy,1490,Bank,Ashok,04-2026,Unpaid,,,Inventory,6496,,COGS - Dairy,Expense,0,,,,,,,,
05/04/2026,Chicken,5633,Bank,Golden food,04-2026,Unpaid,,,Inventory,6497,,COGS - NonVeg,Expense,0,,,,,,,,
05/04/2026,Vegetables,920,Bank,Bhaironath,04-2026,Unpaid,,,Inventory,6498,,COGS - Veg,Expense,0,,,,,,,,
05/04/2026,Sales,3269,Cash,petpooja,04-2026,,,,Sales,6499,,Revenue,Income,0,,,,,,,,
05/04/2026,Sales,13914,Wallet,petpooja,04-2026,,,,Sales,6500,,Revenue,Income,0,,,,,,,,
05/04/2026,Sales,1690,Online Sale,petpooja,04-2026,,,,Sales,6501,,Revenue,Income,0,,,,,,,,
05/04/2026,Sales,40,UPI,petpooja,04-2026,,,,Sales,6502,,Revenue,Income,0,,,,,,,,
05/04/2026,Sales,220,Due,petpooja,04-2026,,,,Sales,6503,,Revenue,Income,0,,,,,,,,
05/04/2026,Dairy,36,Cash,milk,04-2026,Paid,Naseem,05/03/2026,Inventory,6504,,COGS - Dairy,Expense,0,,,,,,,,
05/03/2026,Maintenance,1250,Cash,Abid cleaner,03-2026,Paid,Naseem,05/03/2026,Maintance,6505,,OpEx - Maintenance,Expense,0,,,,,,,,
05/03/2026,Kinners,30,Cash,kinnar,03-2026,Paid,Naseem,05/03/2026,Maintance,6506,,OpEx - Misc,Expense,0,,,,,,,,
05/03/2026,Advance,2000,Cash,Rakesh,03-2026,Paid,Naseem,05/03/2026,Salary,6507,,OpEx - Labor,Expense,0,,,,,,,,
05/03/2026,tea,10,Cash,tea,03-2026,Paid,,,Staff Expenses,6508,,OpEx - Labor,Expense,0,,,,,,,,
06/03/2026,Chicken,6355,Bank,Golden food,03-2026,Unpaid,,,Inventory,6509,,COGS - NonVeg,Expense,0,,,,,,,,
06/03/2026,Dairy,803,Bank,Ashok,03-2026,Unpaid,,,Inventory,6510,,COGS - Dairy,Expense,0,,,,,,,,
06/03/2026,Grocery,700,Cash,Brista,03-2026,Paid,Naseem,06/03/2026,Inventory,6511,,COGS - Grocery,Expense,0,,,,,,,,
06/03/2026,Petrol,310,Cash,petrol,03-2026,Paid,Shakil,06/03/2026,Bike Maintance,6512,,OpEx - Maintenance,Expense,0,,,,,,,,
06/03/2026,Dairy,36,Cash,milk,03-2026,Paid,Naseem,06/03/2026,Inventory,6513,,COGS - Dairy,Expense,0,,,,,,,,
06/03/2026,Tea,24,Cash,tea,03-2026,Paid,Naseem,06/03/2026,Staff Expenses,6514,,OpEx - Labor,Expense,0,,,,,,,,
06/03/2026,Vegetables,587,Bank,Bhaironath,03-2026,Unpaid,,,Inventory,6515,,COGS - Veg,Expense,0,,,,,,,,
06/03/2026,Tea,150,Cash,Juice and chat,03-2026,Paid,Naseem,06/03/2026,Staff Expenses,6516,,OpEx - Labor,Expense,0,,,,,,,,
06/03/2026,Dairy,36,Cash,milk,03-2026,Paid,Naseem,06/03/2026,Inventory,6517,,COGS - Dairy,Expense,0,,,,,,,,
06/03/2026,Sales,3659,Cash,petpooja,03-2026,,,,Sales,6518,,Revenue,Income,0,,,,,,,,
06/03/2026,Sales,23353,Wallet,petpooja,03-2026,,,,Sales,6519,,Revenue,Income,0,,,,,,,,
06/03/2026,Sales,920,UPI,petpooja,03-2026,,,,Sales,6520,,Revenue,Income,0,,,,,,,,
06/03/2026,Sales,2155,Online Sale,petpooja,03-2026,,,,Sales,6521,,Revenue,Income,0,,,,,,,,
06/03/2026,Tea,100,Cash,tea,03-2026,,,,Staff Expenses,6522,,OpEx - Labor,Expense,0,,,,,,,,
06/03/2026,Egg,290,Cash,mulani,03-2026,Paid,Naseem,06/03/2026,Grocery,6523,,COGS - Grocery,Expense,0,,,,,,,,
07/03/2026,Chicken,4746,Bank,chicken,03-2026,Unpaid,,,Inventory,6524,,COGS - NonVeg,Expense,0,,,,,,,,
07/03/2026,Disposable,1650,Bank,anand disposble,03-2026,Unpaid,,,Inventory,6525,,COGS - Packaging,Expense,0,,,,,,,,
07/03/2026,Vegetables,463,Bank,Bhaironath,03-2026,Unpaid,,,Inventory,6526,,COGS - Veg,Expense,0,,,,,,,,
