Date,Item/Description,Amount,Mode,Remarks,Monthss,Paid/Unpaid,Paid By,Payment Date,Category,ID,Adv Check,PnL Category,PnL Type,Check,,,,,,,,Check
15/03/2025,Beverages,1300,Bank,Water Bottel,03-2025,Paid,Sameer,,Grocery,0859,,COGS - Grocery,Expense,0,,,,,,,,TRUE
15/03/2025,Sales,2905,Cash,,03-2025,,,,Sales,0860,,Revenue,Income,0,,,,,,,,TRUE
15/03/2025,Sales,739,UPI,,03-2025,,,,Sales,0861,,Revenue,Income,0,,,,,,,,TRUE
15/03/2025,Sales,20270,Wallet,,03-2025,,,,Sales,0862,,Revenue,Income,0,,,,,,,,TRUE
15/03/2025,Sales,503,Online Sale,,03-2025,,,,Sales,0863,,Revenue,Income,0,,,,,,,,TRUE
15/03/2025,Tea,120,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0864,,OpEx - Labor,Expense,0,,,,,,,,TRUE
15/03/2025,Civil Work,70,Bank_Cash,,03-2025,Paid,Sameer,,Maintance,0865,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
15/03/2025,Vegetables,60,Bank_Cash,Papaya,03-2025,Paid,Sameer,,Inventory,0866,,COGS - Veg,Expense,0,,,,,,,,TRUE
15/03/2025,Kinners,5,Cash,,03-2025,Paid,Sameer,,Maintance,0867,,OpEx - Misc,Expense,0,,,,,,,,TRUE
15/03/2025,Dairy,1508,Bank,,03-2025,Paid,Sameer,,Inventory,0868,,COGS - Dairy,Expense,0,,,,,,,,TRUE
16/03/2025,Dairy,1088,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0869,,COGS - Dairy,Expense,0,,,,,,,,TRUE
16/03/2025,Chicken,4644,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0870,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
16/03/2025,Beverages,1200,Cash,Water Bottle,03-2025,Paid,Sameer,,Grocery,0871,,COGS - Grocery,Expense,0,,,,,,,,TRUE
16/03/2025,Grocery,55,Cash,Noodles,03-2025,Paid,Sameer,,Inventory,0872,,COGS - Grocery,Expense,0,,,,,,,,TRUE
16/03/2025,Chamber Clean,1500,Bank_Cash,Vijay Chanber Cleaning,03-2025,Paid,Sameer,,Maintenance,0873,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
16/03/2025,Grocery,6677,Bank,Hyperpure,03-2025,Paid,Sameer,,Inventory,0874,,COGS - Grocery,Expense,0,,,,,,,,TRUE
16/03/2025,Mutton,2960,Bank,a1 ,03-2025,Paid,Sameer,,Inventory,0875,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
16/03/2025,Sales,3548,Cash,Petpooja,03-2025,,,,Sales,0876,,Revenue,Income,0,,,,,,,,TRUE
16/03/2025,Sales,1200,Card,Petpooja,03-2025,,,,Sales,0877,,Revenue,Income,0,,,,,,,,TRUE
16/03/2025,Sales,430,UPI,Petpooja,03-2025,,,,Sales,0878,,Revenue,Income,0,,,,,,,,TRUE
16/03/2025,Sales,21202,Wallet,Petpooja,03-2025,,,,Sales,0879,,Revenue,Income,0,,,,,,,,TRUE
16/03/2025,Sales,3167,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0880,,Revenue,Income,0,,,,,,,,TRUE
16/03/2025,Tea,120,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0881,,OpEx - Labor,Expense,0,,,,,,,,TRUE
16/03/2025,Kinners,23,Cash,,03-2025,Paid,Sameer,,Maintance,0882,,OpEx - Misc,Expense,0,,,,,,,,TRUE
17/03/2025,Grocery,6793,Bank,Balaji,03-2025,Paid,Sameer,,Inventory,0883,,COGS - Grocery,Expense,0,,,,,,,,TRUE
17/03/2025,Dairy,613,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0884,,COGS - Dairy,Expense,0,,,,,,,,TRUE
17/03/2025,Charcoal,840,Bank,Gyansheweri,03-2025,Paid,Sameer,,Inventory,0885,,COGS - Fuel,Expense,0,,,,,,,,TRUE
17/03/2025,Chicken,3245,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0886,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
17/03/2025,Bakery,1960,Bank_Cash,Pita Bread,03-2025,Paid,Sameer,,Grocery,0887,,COGS - Grocery,Expense,0,,,,,,,,TRUE
17/03/2025,Garbage Vehicle,1500,Bank_Cash,,03-2025,Paid,Sameer,,Fixed Maintance,0888,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
17/03/2025,Mutton,1700,Bank,A1,03-2025,Paid,Sameer,,Inventory,0889,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
17/03/2025,Mutton,890,Bank_Cash,A1,03-2025,Paid,Sameer,,Inventory,0890,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
17/03/2025,Dairy,550,Bank_Cash,Soya Chaap,03-2025,Paid,Sameer,,Inventory,0891,,COGS - Dairy,Expense,0,,,,,,,,TRUE
17/03/2025,Vegetables,537,Bank,Gatha,03-2025,Paid,Sameer,,Inventory,0892,,COGS - Veg,Expense,0,,,,,,,,TRUE
17/03/2025,Egg,935,Cash,Mulani Eggs,03-2025,Paid,Sameer,,Grocery,0893,,COGS - Grocery,Expense,0,,,,,,,,TRUE
17/03/2025,Sales,1050,Cash,Petpooja,03-2025,,,,Sales,0894,,Revenue,Income,0,,,,,,,,TRUE
17/03/2025,Sales,12564,Wallet,Petpooja,03-2025,,,,Sales,0895,,Revenue,Income,0,,,,,,,,TRUE
17/03/2025,Sales,150,Zomato Pay,Petpooja,03-2025,,,,Sales,0896,,Revenue,Income,0,,,,,,,,TRUE
17/03/2025,Sales,2598,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0897,,Revenue,Income,0,,,,,,,,TRUE
17/03/2025,Tea,265,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0898,,OpEx - Labor,Expense,0,,,,,,,,TRUE
17/03/2025,Kinners,15,Cash,,03-2025,Paid,Sameer,,Maintance,0899,,OpEx - Misc,Expense,0,,,,,,,,TRUE
18/03/2025,Dairy,809,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0900,,COGS - Dairy,Expense,0,,,,,,,,TRUE
18/03/2025,Chicken,2236,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0901,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
18/03/2025,Bakery,175,Cash,Megic Bakery,03-2025,Paid,Sameer,,Grocery,0902,,COGS - Grocery,Expense,0,,,,,,,,TRUE
18/03/2025,Grocery,3750,Bank,Mumbai Brisata,03-2025,Paid,Sameer,,Inventory,0903,,COGS - Grocery,Expense,0,,,,,,,,TRUE
18/03/2025,Maintenance,600,Bank,Microwave Oven Repair,03-2025,Paid,Sameer,,Maintance,0904,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
18/03/2025,Sales,1805,Cash,Petpooja,03-2025,,,,Sales,0905,,Revenue,Income,0,,,,,,,,TRUE
18/03/2025,Sales,14284,Wallet,Petpooja,03-2025,,,,Sales,0906,,Revenue,Income,0,,,,,,,,TRUE
18/03/2025,Sales,1363,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0907,,Revenue,Income,0,,,,,,,,TRUE
18/03/2025,Vegetables,498,Bank,Gatha,03-2025,Paid,Sameer,,Inventory,0908,,COGS - Veg,Expense,0,,,,,,,,TRUE
18/03/2025,Tea,125,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0909,,OpEx - Labor,Expense,0,,,,,,,,TRUE
18/03/2025,Kinners,30,Cash,,03-2025,Paid,Sameer,,Maintance,0910,,OpEx - Misc,Expense,0,,,,,,,,TRUE
19/03/2025,Dairy,1084,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0911,,COGS - Dairy,Expense,0,,,,,,,,TRUE
19/03/2025,Chicken,3352,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0912,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
19/03/2025,Charcoal,1680,Bank,Gyanshewri,03-2025,Paid,Sameer,,Inventory,0913,,COGS - Fuel,Expense,0,,,,,,,,TRUE
19/03/2025,Bakery,210,Bank_Cash,Megic,03-2025,Paid,Sameer,,Grocery,0914,,COGS - Grocery,Expense,0,,,,,,,,TRUE
19/03/2025,Grocery,110,Cash,Noodles,03-2025,Paid,Sameer,,Inventory,0915,,COGS - Grocery,Expense,0,,,,,,,,TRUE
19/03/2025,Grocery,2908,Bank,Balaji,03-2025,Paid,Sameer,,Inventory,0916,,COGS - Grocery,Expense,0,,,,,,,,TRUE
19/03/2025,Beverages,975,Bank_Cash,Cold Drinks,03-2025,Paid,Sameer,,Grocery,0917,,COGS - Grocery,Expense,0,,,,,,,,TRUE
19/03/2025,Maintenance,180,Bank_Cash,Mixer Repair,03-2025,Paid,Sameer,,Maintance,0918,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
19/03/2025,Disposable,4710,Bank,Anand,03-2025,Paid,Sameer,,Inventory,0919,,COGS - Packaging,Expense,0,,,,,,,,TRUE
19/03/2025,Donation,4000,Bank,Mela,03-2025,Paid,Sameer,,Maintance,0920,,OpEx - Misc,Expense,0,,,,,,,,TRUE
19/03/2025,Mutton,2960,Bank,a1,03-2025,Paid,Sameer,,Inventory,0921,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
19/03/2025,Garbage Vehicle,700,Bank,Chiken Waitage,03-2025,Paid,Sameer,,Fixed Maintance,0922,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
19/03/2025,Vegetables,1043,Bank_Cash,Shree Bhairavnath,03-2025,Paid,Naseem,11/04/2025,Inventory,0923,,COGS - Veg,Expense,0,,,,,,,,TRUE
19/03/2025,Restaurant New Inventory,1560,Bank,Kheteshwar Trading,03-2025,Paid,Sameer,,New Inventory,0924,,OpEx - CapEx,Expense,0,,,,,,,,TRUE
19/03/2025,Petrol,100,Bank_Cash,Delivery,03-2025,Paid,Sameer,,Bike Maintance,0925,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
19/03/2025,Sales,1510,Cash,PetPooja,03-2025,,,,Sales,0926,,Revenue,Income,0,,,,,,,,TRUE
19/03/2025,Sales,11780,Wallet,PetPooja,03-2025,,,,Sales,0927,,Revenue,Income,0,,,,,,,,TRUE
19/03/2025,Sales,3235,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0928,,Revenue,Income,0,,,,,,,,TRUE
19/03/2025,Tea,185,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0929,,OpEx - Labor,Expense,0,,,,,,,,TRUE
19/03/2025,Dairy,60,Bank_Cash,Milk,03-2025,Paid,Sameer,,Inventory,0930,,COGS - Dairy,Expense,0,,,,,,,,TRUE
19/03/2025,Advance,600,Cash,Nasim Bhai Advance,03-2025,Paid,Sameer,,Salary,0931,,OpEx - Labor,Expense,0,,,,,,,,TRUE
20/03/2025,Chicken,3293,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0932,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
20/03/2025,Grocery,3498,Bank,Balaji,03-2025,Paid,Sameer,,Inventory,0933,,COGS - Grocery,Expense,0,,,,,,,,TRUE
20/03/2025,Mutton,4440,Bank,A1,03-2025,Paid,Sameer,,Inventory,0934,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
20/03/2025,Restaurant New Inventory,1500,Bank,Flex Printing,03-2025,Paid,Sameer,,New Inventory,0935,,OpEx - CapEx,Expense,0,,,,,,,,TRUE
20/03/2025,Dairy,925,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0936,,COGS - Dairy,Expense,0,,,,,,,,TRUE
20/03/2025,Bakery,210,Cash,Megic,03-2025,Paid,Sameer,,Grocery,0937,,COGS - Grocery,Expense,0,,,,,,,,TRUE
20/03/2025,Egg,420,Cash,Mulani,03-2025,Paid,Sameer,,Grocery,0938,,COGS - Grocery,Expense,0,,,,,,,,TRUE
20/03/2025,Sales,2080,Cash,PetPooja,03-2025,,,,Sales,0939,,Revenue,Income,0,,,,,,,,TRUE
20/03/2025,Sales,790,Card,PetPooja,03-2025,,,,Sales,0940,,Revenue,Income,0,,,,,,,,TRUE
20/03/2025,Sales,14847,Wallet,PetPooja,03-2025,,,,Sales,0941,,Revenue,Income,0,,,,,,,,TRUE
20/03/2025,Sales,1289,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0942,,Revenue,Income,0,,,,,,,,TRUE
20/03/2025,Tea,150,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0943,,OpEx - Labor,Expense,0,,,,,,,,TRUE
20/03/2025,Dairy,60,Bank_Cash,Milk,03-2025,Paid,Sameer,,Inventory,0944,,COGS - Dairy,Expense,0,,,,,,,,TRUE
20/03/2025,Vegetables,315,Bank,Gatha,03-2025,Paid,Sameer,,Inventory,0945,,COGS - Veg,Expense,0,,,,,,,,TRUE
21/03/2025,Charcoal,840,Bank,Gyanshewari,03-2025,Paid,Sameer,,Inventory,0946,,COGS - Fuel,Expense,0,,,,,,,,TRUE
21/03/2025,Beverages,1200,Cash,Om Enterpriese,03-2025,Paid,Sameer,,Grocery,0947,,COGS - Grocery,Expense,0,,,,,,,,TRUE
21/03/2025,Dairy,1318,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0948,,COGS - Dairy,Expense,0,,,,,,,,TRUE
21/03/2025,Bakery,280,Cash,Pita Braed,03-2025,Paid,Sameer,,Grocery,0949,,COGS - Grocery,Expense,0,,,,,,,,TRUE
21/03/2025,Vegetables,640,Bank_Cash,Shree Bhairavnath,03-2025,Paid,Naseem,11/04/2025,Inventory,0950,,COGS - Veg,Expense,0,,,,,,,,TRUE
21/03/2025,Disposable,1335,Bank,Anand,03-2025,Paid,Sameer,,Inventory,0951,,COGS - Packaging,Expense,0,,,,,,,,TRUE
21/03/2025,Sales,7710,Cash,PetPooja,03-2025,,,,Sales,0952,,Revenue,Income,0,,,,,,,,TRUE
21/03/2025,Sales,1615,Card,PetPooja,03-2025,,,,Sales,0953,,Revenue,Income,0,,,,,,,,TRUE
21/03/2025,Sales,1740,UPI,PetPooja,03-2025,,,,Sales,0954,,Revenue,Income,0,,,,,,,,TRUE
21/03/2025,Sales,25241,Wallet,PetPooja,03-2025,,,,Sales,0955,,Revenue,Income,0,,,,,,,,TRUE
21/03/2025,Sales,3633,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0956,,Revenue,Income,0,,,,,,,,TRUE
21/03/2025,Chicken,4024,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0957,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
21/03/2025,Mutton,3700,Bank,A1,03-2025,Paid,Sameer,,Inventory,0958,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
21/03/2025,Tea,120,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0959,,OpEx - Labor,Expense,0,,,,,,,,TRUE
21/03/2025,Civil Work,600,Bank_Cash,Welding ,03-2025,Paid,Sameer,,Maintance,0960,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
21/03/2025,Kinners,30,Cash,,03-2025,Paid,Sameer,,Maintance,0961,,OpEx - Misc,Expense,0,,,,,,,,TRUE
22/03/2025,Vegetables,794,Bank_Cash,Shree Bhairavnath,03-2025,Paid,Naseem,11/04/2025,Inventory,0962,,COGS - Veg,Expense,0,,,,,,,,TRUE
22/03/2025,Chicken,9466,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0963,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
22/03/2025,Dairy,2010,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0964,,COGS - Dairy,Expense,0,,,,,,,,TRUE
22/03/2025,Petrol,400,Bank_Cash,Delivery,03-2025,Paid,Sameer,,Bike Maintance,0965,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
22/03/2025,Maintenance,80,Bank_Cash,Dinesh,03-2025,Paid,Sameer,,Maintance,0966,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
22/03/2025,Grocery,4039,Bank,Balaji,03-2025,Paid,Sameer,,Inventory,0967,,COGS - Grocery,Expense,0,,,,,,,,TRUE
22/03/2025,Advance,150,Bank_Cash,Akhil Salary,03-2025,Paid,Sameer,,Salary,0968,,OpEx - Labor,Expense,0,,,,,,,,TRUE
22/03/2025,Bakery,350,Cash,Pita Bread,03-2025,Paid,Sameer,,Grocery,0969,,COGS - Grocery,Expense,0,,,,,,,,TRUE
22/03/2025,Vegetables,1620,Bank_Cash,Onion,03-2025,Paid,Sameer,,Inventory,0970,,COGS - Veg,Expense,0,,,,,,,,TRUE
22/03/2025,Gas,10920,Bank,Sai Bharat Gas,03-2025,Paid,Sameer,,Fixed Maintance,0971,,OpEx - Utilities,Expense,0,,,,,,,,TRUE
22/03/2025,Electricity,21320,Bank,Electricity,03-2025,Paid,Sameer,,Fixed Maintance,0972,,OpEx - Utilities,Expense,0,,,,,,,,TRUE
22/03/2025,Egg,836,Cash,Mulani,03-2025,Paid,Sameer,,Grocery,0973,,COGS - Grocery,Expense,0,,,,,,,,TRUE
22/03/2025,Sales,7456,Cash,PetPooja,03-2025,,,,Sales,0974,,Revenue,Income,0,,,,,,,,TRUE
22/03/2025,Sales,3315,Card,PetPooja,03-2025,,,,Sales,0975,,Revenue,Income,0,,,,,,,,TRUE
22/03/2025,Sales,190,UPI,PetPooja,03-2025,,,,Sales,0976,,Revenue,Income,0,,,,,,,,TRUE
22/03/2025,Sales,21399,Wallet,PetPooja,03-2025,,,,Sales,0977,,Revenue,Income,0,,,,,,,,TRUE
22/03/2025,Sales,3118,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0978,,Revenue,Income,0,,,,,,,,TRUE
22/03/2025,Momos,210,Bank_Cash,Mount,03-2025,Paid,Sameer,,Inventory,0979,,COGS - Inventory,Expense,0,,,,,,,,TRUE
22/03/2025,Tea,130,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0980,,OpEx - Labor,Expense,0,,,,,,,,TRUE
22/03/2025,Mutton,2960,Bank_Cash,A1,03-2025,Paid,Sameer,,Inventory,0981,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
22/03/2025,Vegetables,20,Cash,Pudina,03-2025,Paid,Sameer,,Inventory,0982,,COGS - Veg,Expense,0,,,,,,,,TRUE
23/03/2025,Dairy,1439,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,0983,,COGS - Dairy,Expense,0,,,,,,,,TRUE
23/03/2025,Chicken,6019,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,0984,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
23/03/2025,Grocery,5525,Bank,Balaji,03-2025,Paid,Sameer,,Inventory,0985,,COGS - Grocery,Expense,0,,,,,,,,TRUE
23/03/2025,Vegetables,700,Bank_Cash,Shree Bhairavnath,03-2025,Paid,Naseem,11/04/2025,Inventory,0986,,COGS - Veg,Expense,0,,,,,,,,TRUE
23/03/2025,Bakery,350,Cash,Pita Bread,03-2025,Paid,Sameer,,Grocery,0987,,COGS - Grocery,Expense,0,,,,,,,,TRUE
23/03/2025,Grocery,110,Cash,Noodles,03-2025,Paid,Sameer,,Inventory,0988,,COGS - Grocery,Expense,0,,,,,,,,TRUE
23/03/2025,Mutton,2960,Bank_Cash,A1,03-2025,Paid,Sameer,,Inventory,0989,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
23/03/2025,Dairy,550,Bank_Cash,Soya Chaap,03-2025,Paid,Sameer,,Inventory,0990,,COGS - Dairy,Expense,0,,,,,,,,TRUE
23/03/2025,Sales,9034,Cash,PetPooja,03-2025,,,,Sales,0991,,Revenue,Income,0,,,,,,,,TRUE
23/03/2025,Sales,1160,Card,PetPooja,03-2025,,,,Sales,0992,,Revenue,Income,0,,,,,,,,TRUE
23/03/2025,Sales,530,Due,Zolo Pg ,03-2025,,,,Sales,0993,,Revenue,Income,0,,,,,,,,TRUE
23/03/2025,Sales,1580,UPI,PetPooja,03-2025,,,,Sales,0994,,Revenue,Income,0,,,,,,,,TRUE
23/03/2025,Sales,20324,Wallet,PetPooja,03-2025,,,,Sales,0995,,Revenue,Income,0,,,,,,,,TRUE
23/03/2025,Sales,216,Online Sale,Swiggy&zomato,03-2025,,,,Sales,0996,,Revenue,Income,0,,,,,,,,TRUE
23/03/2025,Sales,844,Zomato Pay,PetPooja,03-2025,,,,Sales,0997,,Revenue,Income,0,,,,,,,,TRUE
23/03/2025,Tea,120,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,0998,,OpEx - Labor,Expense,0,,,,,,,,TRUE
23/03/2025,Kinners,24,Cash,,03-2025,Paid,Sameer,,Maintance,0999,,OpEx - Misc,Expense,0,,,,,,,,TRUE
24/03/2025,Grocery,1368,Bank,Balaji,03-2025,Paid,Sameer,,Inventory,1000,,COGS - Grocery,Expense,0,,,,,,,,TRUE
24/03/2025,Charcoal,1680,Bank,Gyanshewri,03-2025,Paid,Sameer,,Inventory,1001,,COGS - Fuel,Expense,0,,,,,,,,TRUE
24/03/2025,Dairy,2225,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,1002,,COGS - Dairy,Expense,0,,,,,,,,TRUE
24/03/2025,Vegetables,692,Bank_Cash,Shree Bhairavnath,03-2025,Paid,Naseem,11/04/2025,Inventory,1003,,COGS - Veg,Expense,0,,,,,,,,TRUE
24/03/2025,Bakery,280,Cash,Pita Bared,03-2025,Paid,Sameer,,Grocery,1004,,COGS - Grocery,Expense,0,,,,,,,,TRUE
24/03/2025,Beverages,1200,Bank_Cash,Water Bottel,03-2025,Paid,Sameer,,Grocery,1005,,COGS - Grocery,Expense,0,,,,,,,,TRUE
24/03/2025,Chicken,2854,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,1006,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
24/03/2025,Grocery,6500,Bank,Kaju,03-2025,Paid,Sameer,,Inventory,1007,,COGS - Grocery,Expense,0,,,,,,,,TRUE
24/03/2025,Mutton,4000,Bank,A 1,03-2025,Paid,Sameer,,Inventory,1008,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
24/03/2025,Mutton,440,Bank_Cash,A 1,03-2025,Paid,Sameer,,Inventory,1009,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
24/03/2025,Sales,4295,Cash,Petpooja,03-2025,,,,Sales,1010,,Revenue,Income,0,,,,,,,,TRUE
24/03/2025,Sales,440,Card,Petpooja,03-2025,,,,Sales,1011,,Revenue,Income,0,,,,,,,,TRUE
24/03/2025,Sales,500,UPI,Petpooja,03-2025,,,,Sales,1012,,Revenue,Income,0,,,,,,,,TRUE
24/03/2025,Sales,9978,Wallet,Petpooja,03-2025,,,,Sales,1013,,Revenue,Income,0,,,,,,,,TRUE
24/03/2025,Sales,1725,Online Sale,Swiggy&zomato,03-2025,,,,Sales,1014,,Revenue,Income,0,,,,,,,,TRUE
24/03/2025,Dairy,130,Bank_Cash,Mava,03-2025,Paid,Sameer,,Inventory,1015,,COGS - Dairy,Expense,0,,,,,,,,TRUE
24/03/2025,Plumbing Work,65,Bank_Cash,Dinesh,03-2025,Paid,Sameer,,Maintance,1016,,OpEx - Maintenance,Expense,0,,,,,,,,TRUE
24/03/2025,Dairy,120,Bank_Cash,Milk,03-2025,Paid,Sameer,,Inventory,1017,,COGS - Dairy,Expense,0,,,,,,,,TRUE
24/03/2025,Tea,115,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,1018,,OpEx - Labor,Expense,0,,,,,,,,TRUE
24/03/2025,Kinners,15,Cash,,03-2025,Paid,Sameer,,Maintance,1019,,OpEx - Misc,Expense,0,,,,,,,,TRUE
25/03/2025,Chicken,3674,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,1020,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
25/03/2025,Grocery,2754,Bank,Balaji,03-2025,Paid,Sameer,,Inventory,1021,,COGS - Grocery,Expense,0,,,,,,,,TRUE
25/03/2025,Dairy,660,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,1022,,COGS - Dairy,Expense,0,,,,,,,,TRUE
25/03/2025,Dairy,370,Bank_Cash,Milk&Bared,03-2025,Paid,Sameer,,Inventory,1023,,COGS - Dairy,Expense,0,,,,,,,,TRUE
25/03/2025,Mutton,2960,Bank,A1,03-2025,Paid,Sameer,,Inventory,1024,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
25/03/2025,Momos,210,Cash,Mount ,03-2025,Paid,Sameer,,Inventory,1025,,COGS - Inventory,Expense,0,,,,,,,,TRUE
25/03/2025,Vegetables,464,Bank_Cash,Shree Bhairavnath,03-2025,Paid,Naseem,11/04/2025,Inventory,1026,,COGS - Veg,Expense,0,,,,,,,,TRUE
25/03/2025,Sales,1500,Cash,Petpooja,03-2025,,,,Sales,1027,,Revenue,Income,0,,,,,,,,TRUE
25/03/2025,Sales,2870,Card,Petpooja,03-2025,,,,Sales,1028,,Revenue,Income,0,,,,,,,,TRUE
25/03/2025,Sales,420,UPI,Petpooja,03-2025,,,,Sales,1029,,Revenue,Income,0,,,,,,,,TRUE
25/03/2025,Sales,18648,Wallet,Petpooja,03-2025,,,,Sales,1030,,Revenue,Income,0,,,,,,,,TRUE
25/03/2025,Sales,1241,Online Sale,Swiggy&zomato,03-2025,,,,Sales,1031,,Revenue,Income,0,,,,,,,,TRUE
25/03/2025,Tea,130,Bank_Cash,,03-2025,Paid,Sameer,,Staff Expenses,1032,,OpEx - Labor,Expense,0,,,,,,,,TRUE
25/03/2025,Advance,1000,Bank_Cash,Laxmi Bai Salary,03-2025,Paid,Sameer,,Salary,1033,,OpEx - Labor,Expense,0,,,,,,,,TRUE
25/03/2025,Kinners,40,Cash,,03-2025,Paid,Sameer,,Maintance,1034,,OpEx - Misc,Expense,0,,,,,,,,TRUE
26/03/2025,Dairy,1495,Bank,Adarsh Dairy,03-2025,Paid,Sameer,,Inventory,1035,,COGS - Dairy,Expense,0,,,,,,,,TRUE
26/03/2025,Charcoal,840,Bank,Gyanshewri,03-2025,Paid,Sameer,,Inventory,1036,,COGS - Fuel,Expense,0,,,,,,,,TRUE
26/03/2025,Chicken,4456,Bank,Golden Chicken,03-2025,Paid,Sameer,,Inventory,1037,,COGS - NonVeg,Expense,0,,,,,,,,TRUE
26/03/2025,Bakery,350,Cash,Pita Bread,03-2025,Paid,Sameer,,Grocery,1038,,COGS - Grocery,Expense,0,,,,,,,,TRUE
26/03/2025,Bakery,180,Bank_Cash,Bread,03-2025,Paid,Sameer,,Grocery,1039,,COGS - Grocery,Expense,0,,,,,,,,TRUE
26/03/2025,Beverages,1040,Bank_Cash,Cold Drinks,03-2025,Paid,Sameer,,Grocery,1040,,COGS - Grocery,Expense,0,,,,,,,,TRUE
26/03/2025,Egg,955,Cash,Mulani,03-2025,Paid,Sameer,,Grocery,1041,,COGS - Grocery,Expense,0,,,,,,,,TRUE
26/03/2025,Vegetables,507,Bank_Cash,Shree Bhairavnath,03-2025,Paid,Naseem,11/04/2025,Inventory,1042,,COGS - Veg,Expense,0,,,,,,,,TRUE
26/03/2025,Sales,4760,Cash,Petpooja,03-2025,,,,Sales,1043,,Revenue,Income,0,,,,,,,,TRUE
26/03/2025,Sales,155,Card,Petpooja,03-2025,,,,Sales,1044,,Revenue,Income,0,,,,,,,,TRUE
26/03/2025,Sales,14350,Wallet,Petpooja,03-2025,,,,Sales,1045,,Revenue,Income,0,,,,,,,,TRUE
26/03/2025,Sales,4601,Online Sale,Swiggy&zomato,03-2025,,,,Sales,1046,,Revenue,Income,0,,,,,,,,TRUE
